Date,Open,High,Low,Close,Adj Close,Volume
2020-04-24,49650.000000,49750.000000,49000.000000,49350.000000,49350.000000,15618347
2020-04-27,49350.000000,50000.000000,49100.000000,49850.000000,49850.000000,14049471
2020-04-28,49850.000000,50100.000000,49300.000000,50100.000000,50100.000000,16095399
2020-04-29,49900.000000,50500.000000,49600.000000,50000.000000,50000.000000,15604533
2020-05-04,48900.000000,49100.000000,48500.000000,48500.000000,48500.000000,26083749
2020-05-06,49000.000000,49200.000000,48500.000000,49200.000000,49200.000000,18070225
2020-05-07,49200.000000,49300.000000,48700.000000,48800.000000,48800.000000,13884411
2020-05-08,49100.000000,49350.000000,48800.000000,48800.000000,48800.000000,15319700
2020-05-11,48900.000000,49250.000000,48300.000000,48400.000000,48400.000000,16357743
2020-05-12,48400.000000,48500.000000,47550.000000,47900.000000,47900.000000,23433590
2020-05-13,47250.000000,48550.000000,47200.000000,48550.000000,48550.000000,20223277
2020-05-14,47750.000000,48100.000000,47650.000000,48000.000000,48000.000000,19305974
2020-05-15,48400.000000,48450.000000,47700.000000,47850.000000,47850.000000,18463118
2020-05-18,47950.000000,49100.000000,47600.000000,48800.000000,48800.000000,20481981
2020-05-19,50100.000000,50500.000000,49700.000000,50300.000000,50300.000000,25168295
2020-05-20,50000.000000,50200.000000,49800.000000,50000.000000,50000.000000,14896899
2020-05-21,50300.000000,50400.000000,49850.000000,49950.000000,49950.000000,14949266
2020-05-22,49600.000000,49800.000000,48600.000000,48750.000000,48750.000000,19706284
2020-05-25,48750.000000,48900.000000,48450.000000,48850.000000,48850.000000,14337913
2020-05-26,48700.000000,49450.000000,48600.000000,49250.000000,49250.000000,15127490
2020-05-27,48950.000000,50000.000000,48800.000000,49900.000000,49900.000000,19548479
2020-05-28,51100.000000,51200.000000,49900.000000,50400.000000,50400.000000,31309318
2020-05-29,50000.000000,50700.000000,49700.000000,50700.000000,50700.000000,27596961
2020-06-01,50800.000000,51200.000000,50600.000000,51200.000000,51200.000000,16949183
2020-06-02,51000.000000,51500.000000,50800.000000,51400.000000,51400.000000,14247933
2020-06-03,51800.000000,55000.000000,51700.000000,54500.000000,54500.000000,49257814
2020-06-04,55800.000000,57000.000000,54600.000000,54600.000000,54600.000000,40220334
2020-06-05,54400.000000,55900.000000,54000.000000,55500.000000,55500.000000,22743629
2020-06-08,56400.000000,56500.000000,54700.000000,54900.000000,54900.000000,25634965
2020-06-09,55800.000000,56500.000000,54400.000000,55500.000000,55500.000000,23998831
2020-06-10,55100.000000,55900.000000,54900.000000,55400.000000,55400.000000,16742493
2020-06-11,54500.000000,55100.000000,53200.000000,54300.000000,54300.000000,33815123
2020-06-12,52100.000000,52800.000000,51500.000000,52300.000000,52300.000000,26976019
2020-06-15,51400.000000,52000.000000,49900.000000,49900.000000,49900.000000,28772921
2020-06-16,51200.000000,52100.000000,50600.000000,52100.000000,52100.000000,21808375
2020-06-17,52100.000000,52900.000000,51300.000000,52200.000000,52200.000000,26672595
2020-06-18,52200.000000,52300.000000,51600.000000,52300.000000,52300.000000,15982926
2020-06-19,52600.000000,52900.000000,51600.000000,52900.000000,52900.000000,18157985
2020-06-22,52000.000000,52600.000000,51800.000000,52000.000000,52000.000000,13801350
2020-06-23,52500.000000,52800.000000,51100.000000,51400.000000,51400.000000,18086152
2020-06-24,51900.000000,53900.000000,51600.000000,52900.000000,52900.000000,24519552
2020-06-25,52100.000000,53000.000000,51900.000000,51900.000000,51900.000000,18541624
2020-06-26,52800.000000,53900.000000,52200.000000,53300.000000,53300.000000,21575360
2020-06-29,52500.000000,53200.000000,52000.000000,52400.000000,52400.000000,17776925
2020-06-30,53900.000000,53900.000000,52800.000000,52800.000000,52800.000000,21157172
2020-07-01,53400.000000,53600.000000,52400.000000,52600.000000,52600.000000,16706143
2020-07-02,52100.000000,52900.000000,52100.000000,52900.000000,52900.000000,14142583
2020-07-03,53000.000000,53600.000000,52700.000000,53600.000000,53600.000000,11887868
2020-07-06,54000.000000,55000.000000,53800.000000,55000.000000,55000.000000,19856623
2020-07-07,55800.000000,55900.000000,53400.000000,53400.000000,53400.000000,30760032
2020-07-08,53600.000000,53900.000000,52900.000000,53000.000000,53000.000000,19664652
2020-07-09,53200.000000,53600.000000,52800.000000,52800.000000,52800.000000,17054850
2020-07-10,53100.000000,53200.000000,52300.000000,52700.000000,52700.000000,13714746
2020-07-13,53300.000000,53800.000000,53100.000000,53400.000000,53400.000000,12240188
2020-07-14,53700.000000,53800.000000,53200.000000,53800.000000,53800.000000,14269484
2020-07-15,54400.000000,55000.000000,54300.000000,54700.000000,54700.000000,24051450
2020-07-16,54800.000000,54800.000000,53800.000000,53800.000000,53800.000000,16779127
2020-07-17,54200.000000,54700.000000,54100.000000,54400.000000,54400.000000,10096174
2020-07-20,54800.000000,54800.000000,54000.000000,54200.000000,54200.000000,10507530
2020-07-21,55200.000000,55400.000000,54800.000000,55300.000000,55300.000000,18297260
2020-07-22,55300.000000,55500.000000,54700.000000,54700.000000,54700.000000,12885057
2020-07-23,54700.000000,54700.000000,53800.000000,54100.000000,54100.000000,16214932
2020-07-24,54000.000000,54400.000000,53700.000000,54200.000000,54200.000000,10994535
2020-07-27,54300.000000,55700.000000,54300.000000,55600.000000,55600.000000,21054421
2020-07-28,57000.000000,58800.000000,56400.000000,58600.000000,58600.000000,48431566
2020-07-29,60300.000000,60400.000000,58600.000000,59000.000000,59000.000000,36476611
2020-07-30,59700.000000,60100.000000,59000.000000,59000.000000,59000.000000,19285354
2020-07-31,59500.000000,59600.000000,57700.000000,57900.000000,57900.000000,21943345
2020-08-03,57800.000000,57900.000000,56700.000000,56800.000000,56800.000000,21158940
2020-08-04,57200.000000,58100.000000,57000.000000,57300.000000,57300.000000,19419694
2020-08-05,57300.000000,57500.000000,56300.000000,56900.000000,56900.000000,17739706
2020-08-06,57100.000000,58400.000000,57100.000000,58000.000000,58000.000000,21625874
2020-08-07,57900.000000,58400.000000,57100.000000,57500.000000,57500.000000,18751717
2020-08-10,57600.000000,58300.000000,57500.000000,57800.000000,57800.000000,17774291
2020-08-11,58000.000000,59500.000000,57800.000000,58200.000000,58200.000000,24907912
2020-08-12,58200.000000,59000.000000,57700.000000,59000.000000,59000.000000,18573934
2020-08-13,59400.000000,59600.000000,58000.000000,58700.000000,58700.000000,22089460
2020-08-14,58000.000000,58400.000000,57700.000000,58000.000000,58000.000000,15672548
2020-08-18,58900.000000,59900.000000,58000.000000,58400.000000,58400.000000,25307825
2020-08-19,59000.000000,59200.000000,57800.000000,57800.000000,57800.000000,16930719
2020-08-20,57600.000000,57600.000000,55300.000000,55400.000000,55400.000000,30386029
2020-08-21,56200.000000,56900.000000,55800.000000,55900.000000,55900.000000,21142288
2020-08-24,55800.000000,56600.000000,55400.000000,56100.000000,56100.000000,15055896
2020-08-25,56400.000000,56800.000000,56100.000000,56400.000000,56400.000000,14021705
2020-08-26,56400.000000,56500.000000,55700.000000,56400.000000,56400.000000,17651593
2020-08-27,56300.000000,56300.000000,55600.000000,55600.000000,55600.000000,16196568
2020-08-28,56100.000000,56300.000000,55400.000000,55400.000000,55400.000000,14619888
2020-08-31,56000.000000,56100.000000,54000.000000,54000.000000,54000.000000,32671367
2020-09-01,54100.000000,54800.000000,54100.000000,54200.000000,54200.000000,19363117
2020-09-02,54600.000000,55100.000000,54100.000000,54400.000000,54400.000000,16905723
2020-09-03,55600.000000,56700.000000,55500.000000,56400.000000,56400.000000,28384920
2020-09-04,55200.000000,55800.000000,55100.000000,55600.000000,55600.000000,22139109
2020-09-07,56100.000000,57300.000000,55800.000000,56500.000000,56500.000000,18685880
2020-09-08,57400.000000,58700.000000,57200.000000,58700.000000,58700.000000,31517520
2020-09-09,58200.000000,59300.000000,57800.000000,58400.000000,58400.000000,30597399
2020-09-10,59900.000000,60000.000000,59100.000000,59200.000000,59200.000000,29923293
2020-09-11,59300.000000,59400.000000,58200.000000,59000.000000,59000.000000,16017098
2020-09-14,60200.000000,60800.000000,59900.000000,60400.000000,60400.000000,20648281
2020-09-15,60900.000000,61000.000000,60500.000000,61000.000000,61000.000000,17877075
2020-09-16,61100.000000,61300.000000,60600.000000,61000.000000,61000.000000,17041444
2020-09-17,60700.000000,60800.000000,59300.000000,59500.000000,59500.000000,25108356
2020-09-18,59800.000000,59900.000000,59100.000000,59300.000000,59300.000000,18884571
2020-09-21,59100.000000,60000.000000,59000.000000,59200.000000,59200.000000,15140387
2020-09-22,59100.000000,59700.000000,57800.000000,58200.000000,58200.000000,20830381
2020-09-23,58400.000000,58800.000000,57400.000000,58600.000000,58600.000000,20111398
2020-09-24,57700.000000,58600.000000,57600.000000,57800.000000,57800.000000,17564020
2020-09-25,57700.000000,58200.000000,57700.000000,57900.000000,57900.000000,11444683
2020-09-28,58300.000000,58800.000000,57900.000000,58200.000000,58200.000000,12614080
2020-09-29,58300.000000,59000.000000,58200.000000,58200.000000,58200.000000,15503563
2020-10-05,57500.000000,59200.000000,57500.000000,58700.000000,58700.000000,20228289
2020-10-06,59400.000000,59900.000000,58700.000000,59000.000000,59000.000000,14463826
2020-10-07,58700.000000,59900.000000,58500.000000,59900.000000,59900.000000,14861838
2020-10-08,60500.000000,60700.000000,59500.000000,59700.000000,59700.000000,24589924
2020-10-12,60000.000000,60400.000000,59900.000000,60400.000000,60400.000000,16145837
2020-10-13,61000.000000,61400.000000,60400.000000,60900.000000,60900.000000,19247631
2020-10-14,61000.000000,61100.000000,60500.000000,60900.000000,60900.000000,16086716
2020-10-15,60700.000000,60800.000000,59700.000000,60000.000000,60000.000000,17756232
2020-10-16,60000.000000,60400.000000,59000.000000,59500.000000,59500.000000,16554190
2020-10-19,59600.000000,60200.000000,59500.000000,60000.000000,60000.000000,14474985
2020-10-20,60300.000000,60900.000000,60100.000000,60900.000000,60900.000000,19326115
2020-10-21,61200.000000,61500.000000,60600.000000,60900.000000,60900.000000,15703443
2020-10-22,60300.000000,60500.000000,59800.000000,60100.000000,60100.000000,14294095
2020-10-23,60400.000000,60400.000000,59800.000000,60200.000000,60200.000000,9322232
2020-10-26,60400.000000,61100.000000,60100.000000,60400.000000,60400.000000,13268226
2020-10-27,60300.000000,60300.000000,59500.000000,59800.000000,59800.000000,17260416
2020-10-28,59400.000000,59400.000000,58800.000000,59000.000000,59000.000000,14428882
2020-10-29,58200.000000,58500.000000,57500.000000,58100.000000,58100.000000,22636966
2020-10-30,58000.000000,58000.000000,56600.000000,56600.000000,56600.000000,26907844
2020-11-02,56400.000000,57500.000000,56000.000000,57400.000000,57400.000000,20489076
2020-11-03,57900.000000,58900.000000,57600.000000,58800.000000,58800.000000,14950919
2020-11-04,58900.000000,59000.000000,57800.000000,58500.000000,58500.000000,21718561
2020-11-05,59000.000000,60300.000000,58800.000000,60300.000000,60300.000000,20639475
2020-11-06,60700.000000,60800.000000,59600.000000,60100.000000,60100.000000,16910230
2020-11-09,60700.000000,60900.000000,60100.000000,60200.000000,60200.000000,15892961
2020-11-10,60500.000000,60500.000000,59500.000000,60200.000000,60200.000000,19073552
2020-11-11,60700.000000,61400.000000,60400.000000,61300.000000,61300.000000,25628510
2020-11-12,61000.000000,61400.000000,60700.000000,61000.000000,61000.000000,19800573
2020-11-13,61300.000000,63200.000000,61000.000000,63200.000000,63200.000000,31508829
2020-11-16,64000.000000,66700.000000,63900.000000,66300.000000,66300.000000,36354334
2020-11-17,67000.000000,67000.000000,65600.000000,65700.000000,65700.000000,30204089
2020-11-18,65700.000000,66200.000000,64700.000000,64800.000000,64800.000000,22963790
2020-11-19,64100.000000,64800.000000,63900.000000,64600.000000,64600.000000,16590290
2020-11-20,63900.000000,65200.000000,63900.000000,64700.000000,64700.000000,15068682
